timestamp,side,price,cash,position,equity
2026-09-21T14:56:18.814109+00:00,buy,85980.77,0.0,0.00023261,20.0
2026-09-21T15:11:27.504764+00:00,sell,89.71002931612355,89.71,0.0,89.71
2026-09-21T15:12:08.768492+00:00,buy,86154.7,500.0,0.00580351,1000.0
2026-09-21T16:15:01.232165+00:00,sell,85727.3,997.52,0.0,997.52
2026-09-21T16:17:50.855563+00:00,buy,85818.52,498.76,0.0058118,997.52
2026-09-21T17:55:01.172953+00:00,sell,85706.51,996.87,0.0,996.87
2026-09-21T18:15:02.088129+00:00,buy,85992.14,498.43,0.00579628,996.87
2026-09-21T18:24:47.224885+00:00,sell,85927.38,996.49,0.0,996.49
